timestamp, index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2026/08/28 10:30:30.705, 0, NVIDIA RTX 6000 Ada Generation, 0 %, 2 MiB, 49140 MiB, 81.54 W, 35
2026/08/28 10:30:30.706, 1, NVIDIA RTX 6000 Ada Generation, 0 %, 2 MiB, 49140 MiB, 67.46 W, 40
2026/08/28 10:30:30.707, 2, NVIDIA RTX 6000 Ada Generation, 0 %, 2 MiB, 49140 MiB, 67.95 W, 35
2026/08/28 10:30:30.708, 3, NVIDIA RTX 6000 Ada Generation, 0 %, 2 MiB, 49140 MiB, 69.42 W, 39
2026/08/28 10:30:40.710, 0, NVIDIA RTX 6000 Ada Generation, 2 %, 22992 MiB, 49140 MiB, 83.24 W, 36
2026/08/28 10:30:40.710, 1, NVIDIA RTX 6000 Ada Generation, 26 %, 22992 MiB, 49140 MiB, 84.82 W, 41
2026/08/28 10:30:40.710, 2, NVIDIA RTX 6000 Ada Generation, 15 %, 20642 MiB, 49140 MiB, 76.46 W, 36
2026/08/28 10:30:40.710, 3, NVIDIA RTX 6000 Ada Generation, 28 %, 23792 MiB, 49140 MiB, 86.33 W, 40
2026/08/28 10:30:50.712, 0, NVIDIA RTX 6000 Ada Generation, 90 %, 31106 MiB, 49140 MiB, 264.30 W, 46
2026/08/28 10:30:50.712, 1, NVIDIA RTX 6000 Ada Generation, 89 %, 31262 MiB, 49140 MiB, 265.21 W, 50
2026/08/28 10:30:50.712, 2, NVIDIA RTX 6000 Ada Generation, 90 %, 31122 MiB, 49140 MiB, 270.43 W, 46
2026/08/28 10:30:50.712, 3, NVIDIA RTX 6000 Ada Generation, 91 %, 31040 MiB, 49140 MiB, 265.55 W, 51
2026/08/28 10:31:00.713, 0, NVIDIA RTX 6000 Ada Generation, 94 %, 31292 MiB, 49140 MiB, 268.55 W, 50
2026/08/28 10:31:00.713, 1, NVIDIA RTX 6000 Ada Generation, 91 %, 31502 MiB, 49140 MiB, 267.51 W, 55
2026/08/28 10:31:00.713, 2, NVIDIA RTX 6000 Ada Generation, 88 %, 31142 MiB, 49140 MiB, 275.12 W, 52
2026/08/28 10:31:00.713, 3, NVIDIA RTX 6000 Ada Generation, 0 %, 31140 MiB, 49140 MiB, 94.60 W, 49
2026/08/28 10:31:10.714, 0, NVIDIA RTX 6000 Ada Generation, 93 %, 31320 MiB, 49140 MiB, 271.95 W, 54
2026/08/28 10:31:10.714, 1, NVIDIA RTX 6000 Ada Generation, 0 %, 31598 MiB, 49140 MiB, 87.04 W, 51
2026/08/28 10:31:10.714, 2, NVIDIA RTX 6000 Ada Generation, 0 %, 31214 MiB, 49140 MiB, 160.50 W, 51
2026/08/28 10:31:10.715, 3, NVIDIA RTX 6000 Ada Generation, 0 %, 31140 MiB, 49140 MiB, 86.79 W, 48
