timestamp, index, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2026/08/28 09:39:01.537, 0, NVIDIA RTX 6000 Ada Generation, 0 %, 2 MiB, 49140 MiB, 101.89 W, 65
2026/08/28 09:39:01.538, 1, NVIDIA RTX 6000 Ada Generation, 11 %, 2 MiB, 49140 MiB, 85.96 W, 49
2026/08/28 09:39:01.538, 2, NVIDIA RTX 6000 Ada Generation, 8 %, 2 MiB, 49140 MiB, 55.23 W, 39
2026/08/28 09:39:01.539, 3, NVIDIA RTX 6000 Ada Generation, 0 %, 2 MiB, 49140 MiB, 42.38 W, 47
2026/08/28 09:39:11.541, 0, NVIDIA RTX 6000 Ada Generation, 12 %, 21438 MiB, 49140 MiB, 100.72 W, 61
2026/08/28 09:39:11.541, 1, NVIDIA RTX 6000 Ada Generation, 0 %, 20348 MiB, 49140 MiB, 89.32 W, 49
2026/08/28 09:39:11.541, 2, NVIDIA RTX 6000 Ada Generation, 27 %, 17658 MiB, 49140 MiB, 79.01 W, 39
2026/08/28 09:39:11.541, 3, NVIDIA RTX 6000 Ada Generation, 26 %, 19548 MiB, 49140 MiB, 90.38 W, 47
2026/08/28 09:39:21.542, 0, NVIDIA RTX 6000 Ada Generation, 90 %, 37768 MiB, 49140 MiB, 271.65 W, 66
2026/08/28 09:39:21.543, 1, NVIDIA RTX 6000 Ada Generation, 97 %, 38056 MiB, 49140 MiB, 286.96 W, 58
2026/08/28 09:39:21.543, 2, NVIDIA RTX 6000 Ada Generation, 82 %, 37776 MiB, 49140 MiB, 256.49 W, 47
2026/08/28 09:39:21.543, 3, NVIDIA RTX 6000 Ada Generation, 95 %, 37854 MiB, 49140 MiB, 277.15 W, 55
2026/08/28 09:39:31.544, 0, NVIDIA RTX 6000 Ada Generation, 97 %, 37964 MiB, 49140 MiB, 289.53 W, 68
2026/08/28 09:39:31.544, 1, NVIDIA RTX 6000 Ada Generation, 87 %, 38096 MiB, 49140 MiB, 263.91 W, 62
2026/08/28 09:39:31.544, 2, NVIDIA RTX 6000 Ada Generation, 89 %, 38146 MiB, 49140 MiB, 264.72 W, 52
2026/08/28 09:39:31.544, 3, NVIDIA RTX 6000 Ada Generation, 97 %, 37866 MiB, 49140 MiB, 289.02 W, 61
2026/08/28 09:39:41.545, 0, NVIDIA RTX 6000 Ada Generation, 88 %, 38120 MiB, 49140 MiB, 274.09 W, 70
2026/08/28 09:39:41.546, 1, NVIDIA RTX 6000 Ada Generation, 95 %, 38096 MiB, 49140 MiB, 291.57 W, 66
2026/08/28 09:39:41.546, 2, NVIDIA RTX 6000 Ada Generation, 96 %, 38270 MiB, 49140 MiB, 295.83 W, 57
2026/08/28 09:39:41.546, 3, NVIDIA RTX 6000 Ada Generation, 86 %, 37940 MiB, 49140 MiB, 276.53 W, 65
2026/08/28 09:39:51.547, 0, NVIDIA RTX 6000 Ada Generation, 95 %, 38120 MiB, 49140 MiB, 299.61 W, 71
2026/08/28 09:39:51.547, 1, NVIDIA RTX 6000 Ada Generation, 97 %, 38108 MiB, 49140 MiB, 295.60 W, 70
2026/08/28 09:39:51.547, 2, NVIDIA RTX 6000 Ada Generation, 95 %, 38328 MiB, 49140 MiB, 299.62 W, 61
2026/08/28 09:39:51.547, 3, NVIDIA RTX 6000 Ada Generation, 97 %, 38040 MiB, 49140 MiB, 298.91 W, 69
2026/08/28 09:40:01.549, 0, NVIDIA RTX 6000 Ada Generation, 93 %, 38120 MiB, 49140 MiB, 294.81 W, 71
2026/08/28 09:40:01.549, 1, NVIDIA RTX 6000 Ada Generation, 97 %, 38108 MiB, 49140 MiB, 298.85 W, 72
2026/08/28 09:40:01.549, 2, NVIDIA RTX 6000 Ada Generation, 97 %, 38864 MiB, 49140 MiB, 299.74 W, 64
2026/08/28 09:40:01.549, 3, NVIDIA RTX 6000 Ada Generation, 91 %, 38080 MiB, 49140 MiB, 275.68 W, 71
2026/08/28 09:40:11.550, 0, NVIDIA RTX 6000 Ada Generation, 90 %, 38120 MiB, 49140 MiB, 278.18 W, 73
2026/08/28 09:40:11.550, 1, NVIDIA RTX 6000 Ada Generation, 90 %, 38132 MiB, 49140 MiB, 276.19 W, 74
2026/08/28 09:40:11.550, 2, NVIDIA RTX 6000 Ada Generation, 96 %, 38864 MiB, 49140 MiB, 299.60 W, 66
2026/08/28 09:40:11.550, 3, NVIDIA RTX 6000 Ada Generation, 85 %, 38140 MiB, 49140 MiB, 280.09 W, 73
2026/08/28 09:40:21.551, 0, NVIDIA RTX 6000 Ada Generation, 96 %, 38120 MiB, 49140 MiB, 298.73 W, 73
2026/08/28 09:40:21.551, 1, NVIDIA RTX 6000 Ada Generation, 90 %, 38132 MiB, 49140 MiB, 279.42 W, 75
2026/08/28 09:40:21.552, 2, NVIDIA RTX 6000 Ada Generation, 88 %, 38864 MiB, 49140 MiB, 284.60 W, 67
