-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls   Total FLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                    _apply_write_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     109.439us         0.00%     109.439us       3.420us           0 B           0 B           0 B           0 B            32            --  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      96.893us         0.00%      96.893us       1.563us           0 B           0 B           0 B           0 B            62            --  
                                  _gumbel_sample_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      95.521us         0.00%      95.521us      31.840us           0 B           0 B           0 B           0 B             3            --  
                               cudaEventRecordWithFlags         0.09%       2.287ms         0.09%       2.287ms       4.939us      81.505us         0.00%      81.505us       0.176us           0 B           0 B           0 B           0 B           463            --  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      80.577us         0.00%      80.577us       1.300us           0 B           0 B           0 B           0 B            62            --  
                           _prepare_pos_seq_lens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      79.934us         0.00%      79.934us       1.289us           0 B           0 B           0 B           0 B            62            --  
                                              aten::add         0.13%       3.304ms         0.20%       4.816ms      34.648us      70.464us         0.00%      70.464us       0.507us         496 B         248 B      30.95 MB      30.95 MB           139  14950524.000  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      70.305us         0.00%      70.305us       1.134us           0 B           0 B           0 B           0 B            62            --  
                                            aten::fill_         0.12%       2.866ms         0.37%       9.128ms      35.517us      67.904us         0.00%      68.992us       0.268us           0 B           0 B           0 B           0 B           257            --  
                                              aten::sub         0.10%       2.494ms         0.16%       3.923ms      66.496us      67.520us         0.00%      67.520us       1.144us           0 B           0 B      29.50 KB      29.50 KB            59            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      67.520us         0.00%      67.520us       1.144us           0 B           0 B           0 B           0 B            59            --  
                             _expand_idx_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      64.455us         0.00%      64.455us       1.092us           0 B           0 B           0 B           0 B            59            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      59.553us         0.00%      59.553us       0.961us           0 B           0 B           0 B           0 B            62            --  
                                  cudaStreamIsCapturing         0.07%       1.676ms         0.07%       1.676ms       1.940us      33.888us         0.00%      33.888us       0.039us           0 B           0 B           0 B           0 B           864            --  
                                       Memset (Unknown)         0.00%       0.000us         0.00%       0.000us       0.000us      31.264us         0.00%      31.264us       0.504us           0 B           0 B           0 B           0 B            62            --  
                                        cudaGraphLaunch         4.87%     119.463ms         5.22%     128.096ms       1.059ms      18.879us         0.00%      18.879us       0.156us           0 B           0 B           0 B           0 B           121            --  
                                           aten::gather         0.01%     228.199us         0.02%     378.839us      63.140us      13.695us         0.00%      13.695us       2.282us           0 B           0 B       1.50 KB       1.50 KB             6            --  
                                           aten::argmax         0.00%      86.722us         0.00%     121.294us      40.431us      10.753us         0.00%      10.753us       3.584us           0 B           0 B       1.50 KB       1.50 KB             3            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 2.452s
Self CUDA time total: 2.523s

