-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls   Total FLOPs  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     182.399us         0.01%     182.399us       1.495us           0 B           0 B           0 B           0 B           122            --  
               _combine_sampled_and_draft_tokens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     176.125us         0.01%     176.125us       2.887us           0 B           0 B           0 B           0 B            61            --  
                   _get_num_sampled_and_rejected_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     161.281us         0.01%     161.281us       2.644us           0 B           0 B           0 B           0 B            61            --  
                                 aten::_index_put_impl_         0.10%       2.635ms         0.20%       5.052ms      82.815us     155.520us         0.01%     155.520us       2.550us           0 B           0 B           0 B           0 B            61            --  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     155.520us         0.01%     155.520us       2.550us           0 B           0 B           0 B           0 B            61            --  
void vllm::rms_norm_kernel<c10::BFloat16, 8, 4, true...         0.00%       0.000us         0.00%       0.000us       0.000us     154.975us         0.01%     154.975us       2.541us           0 B           0 B           0 B           0 B            61            --  
                               _insert_resampled_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     151.486us         0.01%     151.486us       2.658us           0 B           0 B           0 B           0 B            57            --  
                                    _apply_write_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     146.786us         0.01%     146.786us       3.191us           0 B           0 B           0 B           0 B            46            --  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us     139.559us         0.01%     139.559us       1.144us           0 B           0 B           0 B           0 B           122            --  
                          _compute_slot_mappings_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     134.370us         0.01%     134.370us       2.203us           0 B           0 B           0 B           0 B            61            --  
void vllm::rms_norm_kernel<c10::BFloat16, 8, 2, true...         0.00%       0.000us         0.00%       0.000us       0.000us     123.296us         0.00%     123.296us       2.021us           0 B           0 B           0 B           0 B            61            --  
                                  _gumbel_sample_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     104.384us         0.00%     104.384us      26.096us           0 B           0 B           0 B           0 B             4            --  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      94.306us         0.00%      94.306us       1.546us           0 B           0 B           0 B           0 B            61            --  
                                              aten::add         0.13%       3.291ms         0.19%       4.728ms      33.296us      89.696us         0.00%      89.696us       0.632us         488 B         244 B      38.02 MB      38.02 MB           142  18657402.000  
                               cudaEventRecordWithFlags         0.08%       2.114ms         0.08%       2.114ms       4.508us      82.884us         0.00%      82.884us       0.177us           0 B           0 B           0 B           0 B           469            --  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      80.351us         0.00%      80.351us       1.317us           0 B           0 B           0 B           0 B            61            --  
                           _prepare_pos_seq_lens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      78.496us         0.00%      78.496us       1.287us           0 B           0 B           0 B           0 B            61            --  
                                            aten::fill_         0.11%       2.697ms         0.28%       7.079ms      27.652us      69.726us         0.00%      70.750us       0.276us           0 B           0 B           0 B           0 B           256            --  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      69.183us         0.00%      69.183us       1.134us           0 B           0 B           0 B           0 B            61            --  
                                              aten::sub         0.09%       2.204ms         0.14%       3.426ms      60.111us      65.247us         0.00%      65.247us       1.145us           0 B           0 B      28.50 KB      28.50 KB            57            --  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      65.247us         0.00%      65.247us       1.145us           0 B           0 B           0 B           0 B            57            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 2.512s
Self CUDA time total: 2.612s

